RESIDENCY_GROUP_DESCR,ACADEMIC_YEAR,TERM,TERM_DESCR,ACADEMIC_CAREER_DESCR,ACAD_PROG,ACADEMIC_PROGRAM_DESCR,COURSE_ID,OFFER_NUMBER,FACULTY,FACULTY_DESCR,SCHOOL,SCHOOL_NAME,COURSE_NAME,COURSE_CODE,CATALOG_NUMBER,CRSE_ATTR,MASKED_ID
Local,2024,5246,2024 Term 2,Undergraduate,3871,Exercise Physiology,60608,1,MED,Faculty of Medicine and Health,HEALTHSCI,School of Health Sciences,Clinical Practicum A,HESC4611,4611,WILC,9809449
Local,2024,5243,2024 Term 1,Undergraduate,3502,Commerce,65607,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Consulting Project,COMM2233,2233,WILC,9817569
Local,2024,5246,2024 Term 2,Undergraduate,3784,Commerce / Computer Science,63929,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entrepreneur Practicum,COMM3030,3030,WILC,9803433
Local,2024,5246,2024 Term 2,Undergraduate,3784,Commerce / Computer Science,65713,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Exp.Placement 1,COMM3101,3101,WILC,9804518
Local,2024,5243,2024 Term 1,Undergraduate,3784,Commerce / Computer Science,65713,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Exp.Placement 1,COMM3101,3101,WILC,9804518
Local,2024,5249,2024 Term 3,Undergraduate,3573,Commerce / Arts,66433,1,COMM,UNSW Business School,COMM,UNSW Business School,Future of Work Project,COMM2244,2244,WILC,9803579
Local,2024,5246,2024 Term 2,Undergraduate,3529,Commerce/Science,63930,1,COMM,UNSW Business School,COMM,UNSW Business School,Global Business Practicum,COMM3020,3020,WILC,9812204
Local,2024,5243,2024 Term 1,Undergraduate,3529,Commerce/Science,63929,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entrepreneur Practicum,COMM3030,3030,WILC,9812204
Local,2024,5246,2024 Term 2,Undergraduate,3182,Vision Science/Clinical Optom,65111,1,MED,Faculty of Medicine and Health,OPTOM,School of Optometry and Vision Science,Clinical Optometry 4A,OPTM6412,6412,WILC,9803234
Local,2024,5249,2024 Term 3,Undergraduate,3182,Vision Science/Clinical Optom,65112,1,MED,Faculty of Medicine and Health,OPTOM,School of Optometry and Vision Science,Clinical Optometry 4B,OPTM6422,6422,WILC,9803234
Local,2024,5243,2024 Term 1,Undergraduate,3584,Commerce / Information Systems,63929,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entrepreneur Practicum,COMM3030,3030,WILC,9807896
Local,2024,5249,2024 Term 3,Undergraduate,3831,Science (Medicine) Honours,62771,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Clinical Transition,MFAC2507,2507,WILC,9857485
Local,2024,5246,2024 Term 2,Undergraduate,3784,Commerce / Computer Science,65713,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Exp.Placement 1,COMM3101,3101,WILC,9859755
Local,2024,5243,2024 Term 1,Undergraduate,3784,Commerce / Computer Science,65713,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Exp.Placement 1,COMM3101,3101,WILC,9859755
Local,2024,5243,2024 Term 1,Undergraduate,3784,Commerce / Computer Science,66039,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Co-op Internship 1,ENGG4906,4906,WILC,9859755
Local,2024,5246,2024 Term 2,Undergraduate,3381,Landscape Architecture (Hons),58237,1,ADA,"Faculty of Arts, Design and Architecture",BLTENS,School of Built Environment,Professional Practice,LAND1482,1482,WILC,9846351
Local,2024,5246,2024 Term 2,Undergraduate,4063,Fine Arts/Education (Sec),59591,1,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Professional Experience 1,EDST6760,6760,WILC,9855608
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,62771,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Clinical Transition,MFAC2507,2507,WILC,9851873
Local,2024,5242,2024 Summer Term,Undergraduate,3529,Commerce/Science,65270,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Experience Program,COMM2222,2222,WILC,9842995
Local,2024,5246,2024 Term 2,Undergraduate,3529,Commerce/Science,63930,1,COMM,UNSW Business School,COMM,UNSW Business School,Global Business Practicum,COMM3020,3020,WILC,9842995
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,62771,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Clinical Transition,MFAC2507,2507,WILC,9854556
International,2024,5249,2024 Term 3,Undergraduate,3502,Commerce,63929,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entrepreneur Practicum,COMM3030,3030,WILC,10438120
International,2024,5246,2024 Term 2,Undergraduate,3778,Computer Science,66909,1,BOS,DVC (A) Board of Studies,BOS,DVC (A) Board of Studies,Global Practice of Work,CDEV3300,3300,WILC,10553163
Local,2024,5243,2024 Term 1,Undergraduate,3964,BIS (Co-op) (Hons),63842,1,COMM,UNSW Business School,SISTM,School of Info Systems and Technology Management,Industry Placement 2,INFS3202,3202,WILC,10593730
Local,2024,5246,2024 Term 2,Undergraduate,3964,BIS (Co-op) (Hons),63842,1,COMM,UNSW Business School,SISTM,School of Info Systems and Technology Management,Industry Placement 2,INFS3202,3202,WILC,10593730
Local,2024,5246,2024 Term 2,Undergraduate,3964,BIS (Co-op) (Hons),63777,1,COMM,UNSW Business School,SISTM,School of Info Systems and Technology Management,Industry Placement 3,INFS3303,3303,WILC,10593730
Local,2024,5249,2024 Term 3,Undergraduate,3964,BIS (Co-op) (Hons),63777,1,COMM,UNSW Business School,SISTM,School of Info Systems and Technology Management,Industry Placement 3,INFS3303,3303,WILC,10593730
International,2024,5243,2024 Term 1,Undergraduate,3502,Commerce,66056,1,COMM,UNSW Business School,ACCT,"School of Accounting, Auditing and Taxation",UNSW Tax and Business Clinic,TABL3033,3033,WILC,10674042
International,2024,5249,2024 Term 3,Undergraduate,3947,Science / Arts,66707,1,SCI,Faculty of Science,SCI,Faculty of Science,Science Industry Project,SCIF3000,3000,WILC,10677971
Local,2024,5246,2024 Term 2,Undergraduate,3805,Medicine,65716,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 2,MFAC2515,2515,WILC,10688559
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,65717,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 3,MFAC2516,2516,WILC,10688559
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,65718,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 1,MFAC2514,2514,WILC,10688559
Local,2024,5243,2024 Term 1,Postgraduate,8925,Teaching (Primary),65316,2,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Prof Exp 2/Internship,EDST6765,6765,WILC,10701672
Local,2024,5242,2024 Summer Term,Postgraduate,8143,Architecture,66279,2,ADA,"Faculty of Arts, Design and Architecture",BLTENS,School of Built Environment,Street Life Studies,BEIL6011,6011,WILC,10704425
International,2024,5243,2024 Term 1,Postgraduate,8281,PR and Advertising,64603,1,ADA,"Faculty of Arts, Design and Architecture",ENGL,School of the Arts and Media,Internship,MDIA5100,5100,WILC,10755219
International,2024,5249,2024 Term 3,Undergraduate,3959,Data Science and Decisions,66707,1,SCI,Faculty of Science,SCI,Faculty of Science,Science Industry Project,SCIF3000,3000,WILC,10770070
Local,2024,5246,2024 Term 2,Undergraduate,3871,Exercise Physiology,65688,1,MED,Faculty of Medicine and Health,HEALTHSCI,School of Health Sciences,Advanced Exercise Science,HESC3501,3501,WILC,10801466
Local,2024,5243,2024 Term 1,Postgraduate,8926,Teaching (Secondary),65316,2,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Prof Exp 2/Internship,EDST6765,6765,WILC,10821663
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),66762,1,ENG,Faculty of Engineering,COMPSC,School of Computer Science and Engineering,Software Work Practice 2,SENG3993,3993,WILC,10825006
Local,2024,5249,2024 Term 3,Undergraduate,3707,Engineering (Honours),66763,1,ENG,Faculty of Engineering,COMPSC,School of Computer Science and Engineering,Software Work Practice 3,SENG3994,3994,WILC,10825006
Local,2024,5246,2024 Term 2,Undergraduate,3707,Engineering (Honours),66762,1,ENG,Faculty of Engineering,COMPSC,School of Computer Science and Engineering,Software Work Practice 2,SENG3993,3993,WILC,10825006
Local,2024,5246,2024 Term 2,Undergraduate,3707,Engineering (Honours),66763,1,ENG,Faculty of Engineering,COMPSC,School of Computer Science and Engineering,Software Work Practice 3,SENG3994,3994,WILC,10825006
Local,2024,5246,2024 Term 2,Undergraduate,3871,Exercise Physiology,65688,1,MED,Faculty of Medicine and Health,HEALTHSCI,School of Health Sciences,Advanced Exercise Science,HESC3501,3501,WILC,10833938
Local,2024,5249,2024 Term 3,Undergraduate,3707,Engineering (Honours),66039,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Co-op Internship 1,ENGG4906,4906,WILC,10843381
Local,2024,5246,2024 Term 2,Undergraduate,3707,Engineering (Honours),67363,1,BOS,DVC (A) Board of Studies,BOS,DVC (A) Board of Studies,WIL Placement,CDEV3400,3400,WILC,10843381
Local,2024,5243,2024 Term 1,Undergraduate,4053,Arts / Education (Secondary),62698,1,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Professional Engagement,EDST2002,2002,WILC,10840066
Local,2024,5243,2024 Term 1,Undergraduate,4733,Commerce / Law,66433,1,COMM,UNSW Business School,COMM,UNSW Business School,Future of Work Project,COMM2244,2244,WILC,10841973
Local,2024,5243,2024 Term 1,Undergraduate,3584,Commerce / Information Systems,65607,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Consulting Project,COMM2233,2233,WILC,10817645
Local,2024,5246,2024 Term 2,Undergraduate,3502,Commerce,65270,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Experience Program,COMM2222,2222,WILC,10830162
Local,2024,5243,2024 Term 1,Undergraduate,3959,Data Science and Decisions,65758,1,SCI,Faculty of Science,MATH,School of Mathematics and Statistics,Data Science IP2 (Co-op),DATA2099,2099,WILC,10840770
Local,2024,5249,2024 Term 3,Undergraduate,3959,Data Science and Decisions,65986,1,SCI,Faculty of Science,MATH,School of Mathematics and Statistics,Data Science IP3B (Co-Op),DATA3199,3199,WILC,10840770
Local,2024,5246,2024 Term 2,Undergraduate,3959,Data Science and Decisions,65984,1,SCI,Faculty of Science,MATH,School of Mathematics and Statistics,Data Science IP2B (Co-Op),DATA2199,2199,WILC,10840770
Local,2024,5246,2024 Term 2,Undergraduate,3959,Data Science and Decisions,65985,1,SCI,Faculty of Science,MATH,School of Mathematics and Statistics,Data Science IP3A (Co-Op),DATA3099,3099,WILC,10840770
Local,2024,5249,2024 Term 3,Undergraduate,3707,Engineering (Honours),66481,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Engineering Co-op IT 1,ENGG4909,4909,WILC,10821904
Local,2024,5249,2024 Term 3,Undergraduate,3521,Commerce/Economics,66433,1,COMM,UNSW Business School,COMM,UNSW Business School,Future of Work Project,COMM2244,2244,WILC,10858267
Local,2024,5243,2024 Term 1,Undergraduate,3521,Commerce/Economics,65270,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Experience Program,COMM2222,2222,WILC,10834893
Local,2024,5246,2024 Term 2,Undergraduate,4063,Fine Arts/Education (Sec),59591,1,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Professional Experience 1,EDST6760,6760,WILC,10835695
Local,2024,5246,2024 Term 2,Undergraduate,3587,Actuarial Studies (Co-op),63892,1,COMM,UNSW Business School,RISKACTL,School of Risk and Actuarial Studies,Industry Placement 3,ACTL3303,3303,WILC,10849145
Local,2024,5249,2024 Term 3,Undergraduate,3587,Actuarial Studies (Co-op),63892,1,COMM,UNSW Business School,RISKACTL,School of Risk and Actuarial Studies,Industry Placement 3,ACTL3303,3303,WILC,10849145
Local,2024,5243,2024 Term 1,Undergraduate,3587,Actuarial Studies (Co-op),63598,1,COMM,UNSW Business School,RISKACTL,School of Risk and Actuarial Studies,Industry Placement 2,ACTL3202,3202,WILC,10849145
Local,2024,5246,2024 Term 2,Undergraduate,3587,Actuarial Studies (Co-op),63598,1,COMM,UNSW Business School,RISKACTL,School of Risk and Actuarial Studies,Industry Placement 2,ACTL3202,3202,WILC,10849145
Local,2024,5246,2024 Term 2,Undergraduate,3871,Exercise Physiology,65688,1,MED,Faculty of Medicine and Health,HEALTHSCI,School of Health Sciences,Advanced Exercise Science,HESC3501,3501,WILC,10830221
Local,2024,5247,2024 Semester 2 Canberra,Undergraduate,4405,Business,55575,1,UNICL,UNSW Canberra at ADFA,ZBUS,UC School of Business,Business Capstone,ZBUS3104,3104,WILC,10822061
Local,2024,5246,2024 Term 2,Undergraduate,3871,Exercise Physiology,65688,1,MED,Faculty of Medicine and Health,HEALTHSCI,School of Health Sciences,Advanced Exercise Science,HESC3501,3501,WILC,10880586
Local,2024,5249,2024 Term 3,Undergraduate,3596,Commerce / Media (PR & A),62809,1,ADA,"Faculty of Arts, Design and Architecture",ENGL,School of the Arts and Media,Media and Arts Internship,ARTS3015,3015,WILC,10875218
International,2024,5249,2024 Term 3,Undergraduate,3502,Commerce,63929,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entrepreneur Practicum,COMM3030,3030,WILC,10931372
International,2024,5243,2024 Term 1,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,12057990
International,2024,5249,2024 Term 3,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,12129898
Local,2024,5243,2024 Term 1,Undergraduate,3502,Commerce,63929,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entrepreneur Practicum,COMM3030,3030,WILC,12139381
Local,2024,5243,2024 Term 1,Undergraduate,3453,Media (PR and Advertising),62809,1,ADA,"Faculty of Arts, Design and Architecture",ENGL,School of the Arts and Media,Media and Arts Internship,ARTS3015,3015,WILC,12147763
International,2024,5249,2024 Term 3,Undergraduate,3502,Commerce,63929,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entrepreneur Practicum,COMM3030,3030,WILC,12150522
International,2024,5246,2024 Term 2,Undergraduate,3502,Commerce,65270,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Experience Program,COMM2222,2222,WILC,12150522
International,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,12172218
International,2024,5246,2024 Term 2,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,12184484
International,2024,5249,2024 Term 3,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,12201892
Local,2024,5243,2024 Term 1,Postgraduate,9047,PHlth/ Hlth Leadership & Mgmt,63578,1,MED,Faculty of Medicine and Health,PHCM,School of Population Health,Internship,PHCM9143,9143,WILC,12228544
International,2024,5243,2024 Term 1,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,12227858
International,2024,5249,2024 Term 3,Undergraduate,3502,Commerce,63929,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entrepreneur Practicum,COMM3030,3030,WILC,12237309
International,2024,5249,2024 Term 3,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,12344206
International,2024,5243,2024 Term 1,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,12388449
International,2024,5246,2024 Term 2,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,12386663
International,2024,5249,2024 Term 3,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,12548967
Local,2024,5246,2024 Term 2,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,12772462
Local,2024,5246,2024 Term 2,Undergraduate,3345,Media/Social Sciences,64326,1,ADA,"Faculty of Arts, Design and Architecture",POLS,School of Social Sciences,Soc Sci in the Workplace,SOSS3006,3006,WILC,12734335
Local,2024,5249,2024 Term 3,Undergraduate,4076,Science/Education (Secondary),62698,1,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Professional Engagement,EDST2002,2002,WILC,12731290
Local,2024,5246,2024 Term 2,Undergraduate,3785,Engineering (Hons) / Comp Sci,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,12718713
Local,2024,5249,2024 Term 3,Undergraduate,3707,Engineering (Honours),66481,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Engineering Co-op IT 1,ENGG4909,4909,WILC,12714212
Local,2024,5246,2024 Term 2,Undergraduate,3587,Actuarial Studies (Co-op),62717,1,COMM,UNSW Business School,RISKACTL,School of Risk and Actuarial Studies,Industry Placement 1,ACTL2101,2101,WILC,12750420
International,2024,5246,2024 Term 2,Postgraduate,8404,Commerce,66709,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Experience Program,COMM5022,5022,WILC,12840989
International,2024,5249,2024 Term 3,Postgraduate,8404,Commerce,66709,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Experience Program,COMM5022,5022,WILC,12869368
International,2024,5243,2024 Term 1,Postgraduate,8404,Commerce,66908,1,BOS,DVC (A) Board of Studies,BOS,DVC (A) Board of Studies,Partnered Work Project,CDEV6000,6000,WILC,12869368
Local,2024,5249,2024 Term 3,Undergraduate,4068,Fine Arts/Education (Sec),62698,1,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Professional Engagement,EDST2002,2002,WILC,12958601
International,2024,5246,2024 Term 2,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,12996177
Local,2024,6460,2024 Hexamester 4,Postgraduate (Online),8431,Management,66519,1,COMM,UNSW Business School,AGSM,AGSM MBA Programs,Strategic Consulting Project,ZZBU6008,6008,WILC,13273095
International,2024,5243,2024 Term 1,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,13548970
International,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,13641520
International,2024,5249,2024 Term 3,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,13679218
International,2024,5249,2024 Term 3,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,13705839
Local,2024,5249,2024 Term 3,Postgraduate,8404,Commerce,64384,1,COMM,UNSW Business School,COMM,UNSW Business School,Enterprise Skills,COMM5008,5008,WILC,13759757
International,2024,5243,2024 Term 1,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,14097116
International,2024,5246,2024 Term 2,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,14128041
International,2024,5246,2024 Term 2,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,27913244
International,2024,5246,2024 Term 2,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,28008791
Local,2024,5249,2024 Term 3,Postgraduate,7357,Social Impact,64814,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Impact Field Project,COMM5707,5707,WILC,28062326
International,2024,5246,2024 Term 2,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,28205389
International,2024,5249,2024 Term 3,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,28734386
International,2024,5249,2024 Term 3,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,28749927
Local,2024,5243,2024 Term 1,Undergraduate,3785,Engineering (Hons) / Comp Sci,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,28888076
Local,2024,5243,2024 Term 1,Postgraduate,5213,Legal Professional Practice,65996,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 1,PLTX1300,1300,WILC,28979434
Local,2024,5243,2024 Term 1,Postgraduate,5213,Legal Professional Practice,65995,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 2,PLTX2020,2020,WILC,28979434
International,2024,5243,2024 Term 1,Postgraduate,5213,Legal Professional Practice,65996,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 1,PLTX1300,1300,WILC,29002315
International,2024,5243,2024 Term 1,Postgraduate,5213,Legal Professional Practice,65995,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 2,PLTX2020,2020,WILC,29002315
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29165024
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29178954
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29187665
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29178141
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29182148
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29163355
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29182280
Local,2024,5243,2024 Term 1,Postgraduate,5213,Legal Professional Practice,65995,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 2,PLTX2020,2020,WILC,29218520
Local,2024,5243,2024 Term 1,Postgraduate,5213,Legal Professional Practice,65996,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 1,PLTX1300,1300,WILC,29218520
Local,2024,5243,2024 Term 1,Undergraduate,3762,AdvSci(Hons)/Engineering(Hons),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29264722
Local,2024,5243,2024 Term 1,Undergraduate,3762,AdvSci(Hons)/Engineering(Hons),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29248858
Local,2024,5243,2024 Term 1,Undergraduate,3768,Eng (Hons) / MBiomedE,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29251616
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29267611
Local,2024,5243,2024 Term 1,Undergraduate,3133,Mat Sci and Eng Hons/BiomedEng,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29247897
Local,2024,5243,2024 Term 1,Undergraduate,3961,Engineering (Honours) / Arts,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29248593
Local,2024,5243,2024 Term 1,Undergraduate,3785,Engineering (Hons) / Comp Sci,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29248434
Local,2024,5243,2024 Term 1,Undergraduate,3767,Engineering (Hons) / Science,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29295371
Local,2024,5243,2024 Term 1,Undergraduate,3785,Engineering (Hons) / Comp Sci,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29271360
Local,2024,5243,2024 Term 1,Undergraduate,3762,AdvSci(Hons)/Engineering(Hons),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29262240
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29274392
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29246933
Local,2024,5243,2024 Term 1,Undergraduate,3768,Eng (Hons) / MBiomedE,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29247074
International,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29325131
International,2024,5246,2024 Term 2,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29327453
Local,2024,5249,2024 Term 3,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29486052
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29492830
International,2024,5249,2024 Term 3,Undergraduate,3736,BE (Hons) ME Elec Eng,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29532092
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,43592251
International,2024,5249,2024 Term 3,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,44676135
International,2024,5249,2024 Term 3,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,45157334
