RESIDENCY_GROUP_DESCR,ACADEMIC_YEAR,TERM,TERM_DESCR,ACADEMIC_CAREER_DESCR,ACAD_PROG,ACADEMIC_PROGRAM_DESCR,COURSE_ID,OFFER_NUMBER,FACULTY,FACULTY_DESCR,SCHOOL,SCHOOL_NAME,COURSE_NAME,COURSE_CODE,CATALOG_NUMBER,CRSE_ATTR,MASKED_ID
International,2024,5243,2024 Term 1,Postgraduate,9363,Publ Hlth/Infect Dis (Extn),63578,1,MED,Faculty of Medicine and Health,PHCM,School of Population Health,Internship,PHCM9143,9143,WILC,12090703
International,2024,5246,2024 Term 2,Postgraduate,8232,Journalism and Communication,64603,1,ADA,"Faculty of Arts, Design and Architecture",ENGL,School of the Arts and Media,Internship,MDIA5100,5100,WILC,12091747
International,2024,5243,2024 Term 1,Postgraduate,8338,Engineering Science,66908,1,BOS,DVC (A) Board of Studies,BOS,DVC (A) Board of Studies,Partnered Work Project,CDEV6000,6000,WILC,12105001
International,2024,5246,2024 Term 2,Postgraduate,8623,Environmental Management,53195,1,ADA,"Faculty of Arts, Design and Architecture",HUMSLANG,School of Humanities and Languages,Enviro. Leadership Practicum I,IEST8001,8001,WILC,12318566
International,2024,5249,2024 Term 3,Postgraduate,8623,Environmental Management,66551,1,ADA,"Faculty of Arts, Design and Architecture",HUMSLANG,School of Humanities and Languages,Enviro Leadership Practicum II,IEST8003,8003,WILC,12318566
International,2024,5249,2024 Term 3,Undergraduate,3435,Psychological Science,66726,1,SCI,Faculty of Science,PSYC,School of Psychology,Psychology Work Placement 2,PSYC3299,3299,WILC,12325940
International,2024,5246,2024 Term 2,Undergraduate,3435,Psychological Science,66725,1,SCI,Faculty of Science,PSYC,School of Psychology,Psychology Work Placement 1,PSYC3199,3199,WILC,12325940
International,2024,5249,2024 Term 3,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,12341364
International,2024,5246,2024 Term 2,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,12372483
International,2024,5243,2024 Term 1,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,12546200
International,2024,5249,2024 Term 3,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,12598607
Local,2024,5246,2024 Term 2,Undergraduate,3896,Ex Sci/Physiotherapy Ex Phys,66885,1,MED,Faculty of Medicine and Health,HEALTHSCI,School of Health Sciences,Ex Prescription and Delivery,EXPT2154,2154,WILC,12726620
Local,2024,5246,2024 Term 2,Undergraduate,3896,Ex Sci/Physiotherapy Ex Phys,66885,1,MED,Faculty of Medicine and Health,HEALTHSCI,School of Health Sciences,Ex Prescription and Delivery,EXPT2154,2154,WILC,12715798
Local,2024,5246,2024 Term 2,Undergraduate,3897,Applied Ex Sci/Clinical Ex Phy,66885,1,MED,Faculty of Medicine and Health,HEALTHSCI,School of Health Sciences,Ex Prescription and Delivery,EXPT2154,2154,WILC,12719321
Local,2024,5249,2024 Term 3,Undergraduate,3970,Science,66730,1,SCI,Faculty of Science,BEES,"School of Biological, Earth & Environ Sciences",BEES Work Placement 1,BEES3199,3199,WILC,12758443
Local,2024,5249,2024 Term 3,Undergraduate,4053,Arts / Education (Secondary),62698,1,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Professional Engagement,EDST2002,2002,WILC,12767054
Local,2024,5243,2024 Term 1,Undergraduate,3762,AdvSci(Hons)/Engineering(Hons),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,12744855
Local,2024,5246,2024 Term 2,Undergraduate,4033,Social Work (Honours),65525,1,ADA,"Faculty of Arts, Design and Architecture",POLS,School of Social Sciences,Social Work Lvl 3 Placement B,SOCW3013,3013,WILC,12970397
Local,2024,5243,2024 Term 1,Undergraduate,4033,Social Work (Honours),65526,1,ADA,"Faculty of Arts, Design and Architecture",POLS,School of Social Sciences,Social Work Lvl 3 Placement A,SOCW3012,3012,WILC,12970397
International,2024,5243,2024 Term 1,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,13027982
International,2024,5249,2024 Term 3,Postgraduate,8417,Commerce (Extension),66441,1,COMM,UNSW Business School,COMM,UNSW Business School,Future of Work Project,COMM5044,5044,WILC,13084008
Local,2024,5243,2024 Term 1,Undergraduate,3785,Engineering (Hons) / Comp Sci,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,13076186
International,2024,5243,2024 Term 1,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,13313696
International,2024,5249,2024 Term 3,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,13505218
International,2024,5246,2024 Term 2,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,13620130
International,2024,5246,2024 Term 2,Postgraduate,8406,Finance,66709,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Experience Program,COMM5022,5022,WILC,13729771
International,2024,5243,2024 Term 1,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,13794640
International,2024,5249,2024 Term 3,Postgraduate,8429,Applied Economics,66441,1,COMM,UNSW Business School,COMM,UNSW Business School,Future of Work Project,COMM5044,5044,WILC,13875837
International,2024,5246,2024 Term 2,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,13942806
International,2024,5243,2024 Term 1,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,14058369
International,2024,5243,2024 Term 1,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,14065965
International,2024,5249,2024 Term 3,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,14138311
International,2024,5243,2024 Term 1,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,27984185
International,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,27992782
International,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,28075038
International,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,28119179
International,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,28128084
International,2024,5249,2024 Term 3,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,28133987
International,2024,5243,2024 Term 1,Undergraduate,3768,Eng (Hons) / MBiomedE,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,28175835
International,2024,5243,2024 Term 1,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,28190830
International,2024,5249,2024 Term 3,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,28238041
International,2024,5243,2024 Term 1,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,28317296
International,2024,5249,2024 Term 3,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,28449445
International,2024,5249,2024 Term 3,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,28570518
Local,2024,5246,2024 Term 2,Postgraduate,8926,Teaching (Secondary),59591,2,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Professional Experience 1,EDST6760,6760,WILC,28583598
International,2024,5242,2024 Summer Term,Non-Award,6021,Exchange Program,55811,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Obstetrics & Gynaecology,MFAC3505,3505,WILC,28599671
International,2024,5243,2024 Term 1,Non-Award,6021,Exchange Program,55813,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Children's Health (Paeds),MFAC3506,3506,WILC,28599671
International,2024,5249,2024 Term 3,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,28618947
International,2024,5249,2024 Term 3,Undergraduate,3785,Engineering (Hons) / Comp Sci,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,28706404
International,2024,5249,2024 Term 3,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,28728161
International,2024,5249,2024 Term 3,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,28813051
Local,2024,5243,2024 Term 1,Postgraduate,5213,Legal Professional Practice,65995,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 2,PLTX2020,2020,WILC,29133540
Local,2024,5243,2024 Term 1,Postgraduate,5213,Legal Professional Practice,65996,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 1,PLTX1300,1300,WILC,29133540
International,2024,5246,2024 Term 2,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29143155
Local,2024,5243,2024 Term 1,Undergraduate,3768,Eng (Hons) / MBiomedE,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29173589
Local,2024,5243,2024 Term 1,Undergraduate,3635,Eng (Civil w Arch) (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29187112
Local,2024,5243,2024 Term 1,Undergraduate,3764,Engineering (Hons)/Commerce,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29165991
Local,2024,5243,2024 Term 1,Undergraduate,3785,Engineering (Hons) / Comp Sci,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29167922
Local,2024,5243,2024 Term 1,Undergraduate,3768,Eng (Hons) / MBiomedE,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29180478
Local,2024,5243,2024 Term 1,Undergraduate,3768,Eng (Hons) / MBiomedE,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29252162
Local,2024,5243,2024 Term 1,Undergraduate,3767,Engineering (Hons) / Science,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29254114
Local,2024,5243,2024 Term 1,Undergraduate,3133,Mat Sci and Eng Hons/BiomedEng,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29296059
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29251063
Local,2024,5243,2024 Term 1,Undergraduate,3762,AdvSci(Hons)/Engineering(Hons),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29281693
Local,2024,5243,2024 Term 1,Undergraduate,3767,Engineering (Hons) / Science,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29285569
Local,2024,5243,2024 Term 1,Undergraduate,3767,Engineering (Hons) / Science,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29277851
Local,2024,5243,2024 Term 1,Undergraduate,3785,Engineering (Hons) / Comp Sci,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29248306
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29248579
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29284475
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29302552
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29280333
Local,2024,5243,2024 Term 1,Undergraduate,3764,Engineering (Hons)/Commerce,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29259334
Local,2024,5243,2024 Term 1,Undergraduate,3762,AdvSci(Hons)/Engineering(Hons),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29266236
Local,2024,5243,2024 Term 1,Undergraduate,3764,Engineering (Hons)/Commerce,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29251330
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29300182
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29256295
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29284185
International,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29333120
International,2024,5246,2024 Term 2,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29324985
International,2024,5249,2024 Term 3,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29442622
Local,2024,5243,2024 Term 1,Undergraduate,3793,Fine Arts/Engineering (Hons),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29475836
Local,2024,5243,2024 Term 1,Undergraduate,3764,Engineering (Hons)/Commerce,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,29489379
International,2024,5249,2024 Term 3,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,43456791
International,2024,5249,2024 Term 3,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,43738972
International,2024,5246,2024 Term 2,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,43769444
International,2024,5249,2024 Term 3,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,43815283
International,2024,5249,2024 Term 3,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,44165486
Local,2024,5246,2024 Term 2,Postgraduate,8926,Teaching (Secondary),59591,2,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Professional Experience 1,EDST6760,6760,WILC,845541
International,2024,5246,2024 Term 2,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,1155042
Local,2024,5249,2024 Term 3,Undergraduate,3762,AdvSci(Hons)/Engineering(Hons),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,1097297
Local,2024,5243,2024 Term 1,Postgraduate,8926,Teaching (Secondary),65316,2,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Prof Exp 2/Internship,EDST6765,6765,WILC,306132
Local,2024,5243,2024 Term 1,Undergraduate,3961,Engineering (Honours) / Arts,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,894890
Local,2024,5249,2024 Term 3,Undergraduate,4066,Design / Education (Secondary),64631,1,ADA,"Faculty of Arts, Design and Architecture",COFAS,School of Art & Design,Professional Experience,ADAD3000,3000,WILC,1059041
Local,2024,5243,2024 Term 1,Postgraduate,8623,Environmental Management,53195,1,ADA,"Faculty of Arts, Design and Architecture",HUMSLANG,School of Humanities and Languages,Enviro. Leadership Practicum I,IEST8001,8001,WILC,1107096
Local,2024,5243,2024 Term 1,Postgraduate,5213,Legal Professional Practice,65995,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 2,PLTX2020,2020,WILC,1440326
Local,2024,5243,2024 Term 1,Postgraduate,5213,Legal Professional Practice,65996,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 1,PLTX1300,1300,WILC,1440326
Local,2024,5242,2024 Summer Term,Postgraduate,5213,Legal Professional Practice,65995,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 2,PLTX2020,2020,WILC,84317
Local,2024,5242,2024 Summer Term,Postgraduate,5213,Legal Professional Practice,65996,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 1,PLTX1300,1300,WILC,84317
